edge,title
"('Trust Fund for Environmentally and Socially Sustainable Development', 'r3d100010379')",FUNDING_RESPONSIBILITY
"('Koninklijk Nederlands Meterologisch Instituut', 'NLD')",FROM
"('Koninklijk Nederlands Meterologisch Instituut', 'r3d100010402')",TECHNICAL_RESPONSIBILITY
"('Badan Meterologi, Klimatologi, Dan Geofisika', 'IDN')",FROM
"('Badan Meterologi, Klimatologi, Dan Geofisika', 'r3d100010404')",TECHNICAL_RESPONSIBILITY
"('Universität Hamburg, Integrated Climate Data Center', 'DEU')",FROM
"('Universität Hamburg, Integrated Climate Data Center', 'r3d100010405')",TECHNICAL_RESPONSIBILITY
"('Universität Hamburg, KlimaCampus', 'DEU')",FROM
"('Universität Hamburg, KlimaCampus', 'r3d100010405')",TECHNICAL_RESPONSIBILITY
"('Center for Disaster Management and Risk Reduction Technology', 'DEU')",FROM
"('Center for Disaster Management and Risk Reduction Technology', 'r3d100010406')",GENERAL_RESPONSIBILITY
"('Karlsruher Institut für Technologie', 'DEU')",FROM
"('Karlsruher Institut für Technologie', 'r3d100010406')",GENERAL_RESPONSIBILITY
"('Karlsruher Institut für Technologie, Institut für Meteorologie und Klimaforschung - Forschungsbereich Troposphäre', 'DEU')",FROM
"('Karlsruher Institut für Technologie, Institut für Meteorologie und Klimaforschung - Forschungsbereich Troposphäre', 'r3d100010406')",TECHNICAL_RESPONSIBILITY
"('LACUNOSA Wetterberatung', 'DEU')",FROM
"('LACUNOSA Wetterberatung', 'r3d100010406')",SPONSORING_RESPONSIBILITY
"('EarthCube Council of Data Facilities', 'USA')",FROM
"('EarthCube Council of Data Facilities', 'r3d100010505')",GENERAL_RESPONSIBILITY
"(""NASA's Jet Propulsion Laboratory"", 'USA')",FROM
"(""NASA's Jet Propulsion Laboratory"", 'r3d100010505')",TECHNICAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'USA')",FROM
"('National Aeronautics and Space Administration', 'r3d100010505')",FUNDING_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100011010')",FUNDING_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100011739')",FUNDING_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100012431')",FUNDING_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100013469')",FUNDING_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100010519')",TECHNICAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100011018')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100012138')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100012163')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100012490')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration', 'r3d100012491')",GENERAL_RESPONSIBILITY
"('NOAA Climate Observations and Monitoring (COM)', 'USA')",FROM
"('NOAA Climate Observations and Monitoring (COM)', 'r3d100010519')",FUNDING_RESPONSIBILITY
"('Woods Hole Oceanographic Institution', 'USA')",FROM
"('Woods Hole Oceanographic Institution', 'r3d100010519')",TECHNICAL_RESPONSIBILITY
"('Chinese Academy of Sciences, Institute of Geographical Sciences and Natural Resources Research', 'CHN')",FROM
"('Chinese Academy of Sciences, Institute of Geographical Sciences and Natural Resources Research', 'r3d100010588')",TECHNICAL_RESPONSIBILITY
"('Conservation International, Center for Applied Biodiversity Science, Tropical Ecology, Assessment and Monitoring Initiative', 'USA')",FROM
"('Conservation International, Center for Applied Biodiversity Science, Tropical Ecology, Assessment and Monitoring Initiative', 'r3d100010606')",GENERAL_RESPONSIBILITY
"('Gordon and Betty Moore Foundation', 'USA')",FROM
"('Gordon and Betty Moore Foundation', 'r3d100010606')",FUNDING_RESPONSIBILITY
"('University of California, San Diego, San Diego Supercomputer Center', 'USA')",FROM
"('University of California, San Diego, San Diego Supercomputer Center', 'r3d100010606')",TECHNICAL_RESPONSIBILITY
"('Bundesministerium für Verkehr und digitale Infrastruktur', 'DEU')",FROM
"('Bundesministerium für Verkehr und digitale Infrastruktur', 'r3d100010621')",FUNDING_RESPONSIBILITY
"('Deutscher Wetterdienst', 'DEU')",FROM
"('Deutscher Wetterdienst', 'r3d100010621')",TECHNICAL_RESPONSIBILITY
"('Deutscher Wetterdienst', 'r3d100011659')",TECHNICAL_RESPONSIBILITY
"('Deutscher Wetterdienst', 'r3d100011687')",TECHNICAL_RESPONSIBILITY
"('Global Terrestrial Network for Glaciers', 'AAA')",FROM
"('Global Terrestrial Network for Glaciers', 'r3d100010627')",SPONSORING_RESPONSIBILITY
"('Swiss GCOS Office at the Federal Office of Meteorology and Climatology', 'CHE')",FROM
"('Swiss GCOS Office at the Federal Office of Meteorology and Climatology', 'r3d100010627')",FUNDING_RESPONSIBILITY
"('University of Zurich, Department of Geography, World Glacier Monitoring Service', 'CHE')",FROM
"('University of Zurich, Department of Geography, World Glacier Monitoring Service', 'r3d100010627')",TECHNICAL_RESPONSIBILITY
"('WGMS National correspondents', 'AAA')",FROM
"('WGMS National correspondents', 'r3d100010627')",GENERAL_RESPONSIBILITY
"(""United Kingdom's Department for Business, Innovation and Skills, Met Office"", 'GBR')",FROM
"(""United Kingdom's Department for Business, Innovation and Skills, Met Office"", 'r3d100010668')",GENERAL_RESPONSIBILITY
"('University Corporation for Atmospheric Research', 'USA')",FROM
"('University Corporation for Atmospheric Research', 'r3d100010791')",TECHNICAL_RESPONSIBILITY
"('University Corporation for Atmospheric Research', 'r3d100012500')",GENERAL_RESPONSIBILITY
"('Columbia University, Earth Institute, International Research Institute for Climate and Society', 'USA')",FROM
"('Columbia University, Earth Institute, International Research Institute for Climate and Society', 'r3d100010854')",TECHNICAL_RESPONSIBILITY
"('Columbia University, Earth Institute, International Research Institute for Climate and Society', 'r3d100010944')",GENERAL_RESPONSIBILITY
"('NOAA Climate Program Office', 'USA')",FROM
"('NOAA Climate Program Office', 'r3d100010854')",FUNDING_RESPONSIBILITY
"('NASA, California Institute of Technology, Jet Propulsion Laboratory', 'USA')",FROM
"('NASA, California Institute of Technology, Jet Propulsion Laboratory', 'r3d100010860')",TECHNICAL_RESPONSIBILITY
"('Goddard Space Flight Center', 'USA')",FROM
"('Goddard Space Flight Center', 'r3d100010867')",TECHNICAL_RESPONSIBILITY
"('Japan Aerospace Exploration Agency', 'JPN')",FROM
"('Japan Aerospace Exploration Agency', 'r3d100010867')",TECHNICAL_RESPONSIBILITY
"('NASA', 'USA')",FROM
"('NASA', 'r3d100010867')",TECHNICAL_RESPONSIBILITY
"('National Aeronautics and Space Administration, Earth Data', 'USA')",FROM
"('National Aeronautics and Space Administration, Earth Data', 'r3d100010894')",GENERAL_RESPONSIBILITY
"('Australian Government, Australian Institute of Marine Science', 'AUS')",FROM
"('Australian Government, Australian Institute of Marine Science', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Australian Government, Bureau of Meteorology', 'AUS')",FROM
"('Australian Government, Bureau of Meteorology', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Australian Government, Department of Education and Training, National Collaborative Research Infrastructure Strategy', 'AUS')",FROM
"('Australian Government, Department of Education and Training, National Collaborative Research Infrastructure Strategy', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Australian Government, Department of the Environment, Australian Antarctic Division', 'AUS')",FROM
"('Australian Government, Department of the Environment, Australian Antarctic Division', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Australian Government, Geoscience Australia', 'AUS')",FROM
"('Australian Government, Geoscience Australia', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Commonwealth Science and Industrial Research Organisation, Oceans and Atmosphere', 'AUS')",FROM
"('Commonwealth Science and Industrial Research Organisation, Oceans and Atmosphere', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('Integrated Marine Observing System', 'AUS')",FROM
"('Integrated Marine Observing System', 'r3d100010914')",TECHNICAL_RESPONSIBILITY
"('Integrated Marine Observing System', 'r3d100011749')",TECHNICAL_RESPONSIBILITY
"('Integrated Marine Observing System', 'r3d100012594')",GENERAL_RESPONSIBILITY
"('Royal Australian Navy', 'AUS')",FROM
"('Royal Australian Navy', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('University of Tasmania', 'AUS')",FROM
"('University of Tasmania', 'r3d100010914')",GENERAL_RESPONSIBILITY
"('University of Tasmania', 'r3d100011749')",GENERAL_RESPONSIBILITY
"('National Research Infrastructure Strategy', 'AUS')",FROM
"('National Research Infrastructure Strategy', 'r3d100010919')",FUNDING_RESPONSIBILITY
"('Partners of TERN', 'AUS')",FROM
"('Partners of TERN', 'r3d100010919')",FUNDING_RESPONSIBILITY
"('University of Queensland, Terrestrial Ecosystem Research Network', 'AUS')",FROM
"('University of Queensland, Terrestrial Ecosystem Research Network', 'r3d100010919')",TECHNICAL_RESPONSIBILITY
"('Applied Climate Information System', 'USA')",FROM
"('Applied Climate Information System', 'r3d100010942')",TECHNICAL_RESPONSIBILITY
"('NOAA, Desert Research Institute', 'USA')",FROM
"('NOAA, Desert Research Institute', 'r3d100010942')",GENERAL_RESPONSIBILITY
"('Columbia University, Earth Institute, Lamont-Doherty Earth Observatory', 'USA')",FROM
"('Columbia University, Earth Institute, Lamont-Doherty Earth Observatory', 'r3d100010944')",GENERAL_RESPONSIBILITY
"('University of Alaska Fairbanks, Geophysical Institute', 'USA')",FROM
"('University of Alaska Fairbanks, Geophysical Institute', 'r3d100010954')",GENERAL_RESPONSIBILITY
"('IASOA consortium', 'AAA')",FROM
"('IASOA consortium', 'r3d100010955')",GENERAL_RESPONSIBILITY
"('U.S. Department of Commerce, National Oceanic and Atmospheric Administration, Earth System Research Laboratory, Global Monitoring Division', 'USA')",FROM
"('U.S. Department of Commerce, National Oceanic and Atmospheric Administration, Earth System Research Laboratory, Global Monitoring Division', 'r3d100010966')",GENERAL_RESPONSIBILITY
"('National Oceanic and Atmospheric Administration, National Weather Service', 'USA')",FROM
"('National Oceanic and Atmospheric Administration, National Weather Service', 'r3d100011003')",TECHNICAL_RESPONSIBILITY
"('University of Colorado, Cooperative Institute for Research in Environmental Sciences, Steffen research group', 'USA')",FROM
"('University of Colorado, Cooperative Institute for Research in Environmental Sciences, Steffen research group', 'r3d100011010')",TECHNICAL_RESPONSIBILITY
"('Norwegian Meteorological Institute', 'NOR')",FROM
"('Norwegian Meteorological Institute', 'r3d100011014')",GENERAL_RESPONSIBILITY
"('NARSTO Qualty Systems Science Center', 'USA')",FROM
"('NARSTO Qualty Systems Science Center', 'r3d100011018')",TECHNICAL_RESPONSIBILITY
"('NASA Langley Research Center, Atmospheric Science Data Center', 'USA')",FROM
"('NASA Langley Research Center, Atmospheric Science Data Center', 'r3d100011018')",TECHNICAL_RESPONSIBILITY
"('NASA Langley Research Center, Atmospheric Science Data Center', 'r3d100012490')",TECHNICAL_RESPONSIBILITY
"('U. S. Department of Commerce, National Oceanic and Atmospheric Administration, Global Monitoring Division, Earth System Research Laboratory', 'USA')",FROM
"('U. S. Department of Commerce, National Oceanic and Atmospheric Administration, Global Monitoring Division, Earth System Research Laboratory', 'r3d100011020')",GENERAL_RESPONSIBILITY
"('European Commission, Community Research and Development Information Service, Seventh Framework Programme', 'EEC')",FROM
"('European Commission, Community Research and Development Information Service, Seventh Framework Programme', 'r3d100011057')",FUNDING_RESPONSIBILITY
"('European Environment Agency', 'EEC')",FROM
"('European Environment Agency', 'r3d100011057')",GENERAL_RESPONSIBILITY
"('European Space Agency', 'EEC')",FROM
"('European Space Agency', 'r3d100011057')",TECHNICAL_RESPONSIBILITY
"('Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences', 'DEU')",FROM
"('Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences', 'r3d100011112')",TECHNICAL_RESPONSIBILITY
"('NOAA Partners', 'USA')",FROM
"('NOAA Partners', 'r3d100011138')",GENERAL_RESPONSIBILITY
"('National Oceanic and Atmospheric Administration, National Weather Service, Climate Prediction Center', 'USA')",FROM
"('National Oceanic and Atmospheric Administration, National Weather Service, Climate Prediction Center', 'r3d100011138')",TECHNICAL_RESPONSIBILITY
"('Consultative Group on International Agricultural Research,  Research Program on Climate Change, Agriculture and Food Security', 'COL')",FROM
"('Consultative Group on International Agricultural Research,  Research Program on Climate Change, Agriculture and Food Security', 'r3d100011140')",TECHNICAL_RESPONSIBILITY
"('European Commission, Community Research and Development Information Service,  FP7', 'EEC')",FROM
"('European Commission, Community Research and Development Information Service,  FP7', 'r3d100011150')",FUNDING_RESPONSIBILITY
"('The Cyprus Institute', 'CYP')",FROM
"('The Cyprus Institute', 'r3d100011150')",TECHNICAL_RESPONSIBILITY
"(""Department of Energy's Scientific Discovery, Advanced Computing program"", 'USA')",FROM
"(""Department of Energy's Scientific Discovery, Advanced Computing program"", 'r3d100011159')",FUNDING_RESPONSIBILITY
"('Earth System Grid Federation', 'USA')",FROM
"('Earth System Grid Federation', 'r3d100011705')",TECHNICAL_RESPONSIBILITY
"('Earth System Grid Federation', 'r3d100011159')",GENERAL_RESPONSIBILITY
"('Oregon State University, Northwest Alliance for Computational Science & Engineering', 'USA')",FROM
"('Oregon State University, Northwest Alliance for Computational Science & Engineering', 'r3d100011304')",TECHNICAL_RESPONSIBILITY
"('Oregon State University, PRISM Climate Group', 'USA')",FROM
"('Oregon State University, PRISM Climate Group', 'r3d100011304')",GENERAL_RESPONSIBILITY
"('United States Department of Agriculture, Risk Management Agency', 'USA')",FROM
"('United States Department of Agriculture, Risk Management Agency', 'r3d100011304')",FUNDING_RESPONSIBILITY
"('Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research', 'DEU')",FROM
"('Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research', 'r3d100011344')",GENERAL_RESPONSIBILITY
"('Deutsches Klimarechenzentrum', 'DEU')",FROM
"('Deutsches Klimarechenzentrum', 'r3d100011344')",TECHNICAL_RESPONSIBILITY
"('Federal Ministry of Education and Research', 'DEU')",FROM
"('Federal Ministry of Education and Research', 'r3d100011344')",FUNDING_RESPONSIBILITY
"('FLUXNET', 'USA')",FROM
"('FLUXNET', 'r3d100011506')",GENERAL_RESPONSIBILITY
"('Australian Government, National Collaborative Research Infrastructure Strategy Program', 'AUS')",FROM
"('Australian Government, National Collaborative Research Infrastructure Strategy Program', 'r3d100011630')",FUNDING_RESPONSIBILITY
"('Australian Museum, Dr. Shane F. McEvey', 'AUS')",FROM
"('Australian Museum, Dr. Shane F. McEvey', 'r3d100011630')",GENERAL_RESPONSIBILITY
"('Australian National Data Service', 'AUS')",FROM
"('Australian National Data Service', 'r3d100011630')",FUNDING_RESPONSIBILITY
"('Australian National Data Service', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('Australian National Data Service', 'r3d100012594')",FUNDING_RESPONSIBILITY
"('CSIRO, Black Mountain Laboratories, Oakeshott Lab', 'AUS')",FROM
"('CSIRO, Black Mountain Laboratories, Oakeshott Lab', 'r3d100011630')",GENERAL_RESPONSIBILITY
"(""Monash University, Dr. Carla Sgrò's Research Group"", 'AUS')",FROM
"(""Monash University, Dr. Carla Sgrò's Research Group"", 'r3d100011630')",GENERAL_RESPONSIBILITY
"('NeCTAR', 'AUS')",FROM
"('NeCTAR', 'r3d100011630')",TECHNICAL_RESPONSIBILITY
"('Science and Industry Endowment Fund', 'AUS')",FROM
"('Science and Industry Endowment Fund', 'r3d100011630')",FUNDING_RESPONSIBILITY
"('University College London, Institute of Healthy Ageing, Partridge Lab', 'GBR')",FROM
"('University College London, Institute of Healthy Ageing, Partridge Lab', 'r3d100011630')",GENERAL_RESPONSIBILITY
"('University of Melbourne Library, eScholarship Research Centre', 'AUS')",FROM
"('University of Melbourne Library, eScholarship Research Centre', 'r3d100011630')",TECHNICAL_RESPONSIBILITY
"('VicNode', 'AUS')",FROM
"('VicNode', 'r3d100011630')",TECHNICAL_RESPONSIBILITY
"('Australian Government, Department of Education and Training, Education Investment Fund, Super Science Initiative', 'AUS')",FROM
"('Australian Government, Department of Education and Training, Education Investment Fund, Super Science Initiative', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('Australian Government, Department of Education and Training, National Collaborative Research Infrastructure', 'AUS')",FROM
"('Australian Government, Department of Education and Training, National Collaborative Research Infrastructure', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('Australian Research Council', 'AUS')",FROM
"('Australian Research Council', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('Murray-Darling Basin Authority', 'AUS')",FROM
"('Murray-Darling Basin Authority', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('New South Wales Government, Department of Primary Industries', 'AUS')",FROM
"('New South Wales Government, Department of Primary Industries', 'r3d100011636')",FUNDING_RESPONSIBILITY
"('University of Technology, Sydney', 'AUS')",FROM
"('University of Technology, Sydney', 'r3d100011636')",TECHNICAL_RESPONSIBILITY
"('Eumetsat', 'EEC')",FROM
"('Eumetsat', 'r3d100011659')",TECHNICAL_RESPONSIBILITY
"('European Centre for Medium Weather Forecast', 'EEC')",FROM
"('European Centre for Medium Weather Forecast', 'r3d100011659')",GENERAL_RESPONSIBILITY
"('Royal Meteorological Institute of Belgium', 'BEL')",FROM
"('Royal Meteorological Institute of Belgium', 'r3d100011659')",GENERAL_RESPONSIBILITY
"('Institut Pierre Simon Laplace', 'FRA')",FROM
"('Institut Pierre Simon Laplace', 'r3d100011673')",GENERAL_RESPONSIBILITY
"('MISTRALS', 'FRA')",FROM
"('MISTRALS', 'r3d100011673')",GENERAL_RESPONSIBILITY
"(""Observatoire Midi-Pyrénées, Service de Données de l'OMP"", 'FRA')",FROM
"(""Observatoire Midi-Pyrénées, Service de Données de l'OMP"", 'r3d100011673')",TECHNICAL_RESPONSIBILITY
"(""Observatoire Midi-Pyrénées, Service de Données de l'OMP"", 'r3d100011686')",TECHNICAL_RESPONSIBILITY
"('University of Lille, ICARE Data and Services Center', 'FRA')",FROM
"('University of Lille, ICARE Data and Services Center', 'r3d100011673')",GENERAL_RESPONSIBILITY
"('Oak Ridge National Laboratory, Energy and Environmental Sciences, Environmental Sciences Division', 'USA')",FROM
"('Oak Ridge National Laboratory, Energy and Environmental Sciences, Environmental Sciences Division', 'r3d100011676')",TECHNICAL_RESPONSIBILITY
"('Sandia National Laboratory', 'USA')",FROM
"('Sandia National Laboratory', 'r3d100011676')",GENERAL_RESPONSIBILITY
"('U.S.Department of Energy, Office of Science', 'USA')",FROM
"('U.S.Department of Energy, Office of Science', 'r3d100011676')",FUNDING_RESPONSIBILITY
"('University of Alaska Fairbanks', 'USA')",FROM
"('University of Alaska Fairbanks', 'r3d100011676')",GENERAL_RESPONSIBILITY
